Time [s], HR, PULSE, RESP, SpO2
212,67.0,61.0,18.0,97.0
213,67.0,61.0,18.0,97.0
214,67.0,61.0,18.0,97.0
215,63.0,61.0,18.0,97.0
216,61.0,61.0,18.0,97.0
217,61.0,61.0,18.0,97.0
218,61.0,61.0,18.0,97.0
219,63.0,61.0,18.0,97.0
220,62.0,60.0,18.0,97.0
221,62.0,60.0,20.0,97.0
222,62.0,60.0,20.0,97.0
223,62.0,61.0,19.0,97.0
224,62.0,61.0,21.0,97.0
225,62.0,61.0,21.0,97.0
226,62.0,62.0,21.0,97.0
227,62.0,62.0,20.0,97.0
228,63.0,62.0,20.0,97.0
229,63.0,62.0,20.0,97.0
230,61.0,62.0,21.0,97.0
231,61.0,62.0,21.0,97.0
232,61.0,61.0,21.0,97.0
233,62.0,61.0,21.0,97.0
234,62.0,61.0,21.0,97.0
235,62.0,61.0,21.0,97.0
236,62.0,61.0,21.0,97.0
237,62.0,61.0,21.0,97.0
238,62.0,61.0,21.0,97.0
239,62.0,61.0,21.0,97.0
240,62.0,62.0,21.0,97.0
241,64.0,62.0,21.0,97.0
242,64.0,62.0,21.0,97.0
243,67.0,62.0,21.0,97.0
244,68.0,62.0,20.0,97.0
245,68.0,62.0,20.0,97.0
246,69.0,62.0,20.0,97.0
247,69.0,62.0,18.0,97.0
248,69.0,62.0,18.0,97.0
249,69.0,61.0,18.0,97.0
250,69.0,61.0,18.0,97.0
251,69.0,61.0,18.0,97.0
252,69.0,61.0,18.0,97.0
253,70.0,61.0,18.0,97.0
254,67.0,61.0,18.0,97.0
255,64.0,61.0,18.0,97.0
256,63.0,62.0,18.0,97.0
257,63.0,62.0,18.0,97.0
258,63.0,62.0,18.0,98.0
259,63.0,62.0,18.0,98.0
260,63.0,63.0,19.0,98.0
261,63.0,63.0,19.0,98.0
262,63.0,63.0,19.0,98.0
263,63.0,63.0,19.0,98.0
264,63.0,63.0,19.0,98.0
265,63.0,63.0,19.0,98.0
266,63.0,63.0,19.0,98.0
267,63.0,63.0,19.0,98.0
268,63.0,63.0,19.0,98.0
269,63.0,63.0,19.0,98.0
270,63.0,63.0,19.0,98.0
271,63.0,63.0,19.0,98.0
272,63.0,63.0,19.0,98.0
273,63.0,63.0,19.0,98.0
274,63.0,63.0,19.0,98.0
275,63.0,63.0,19.0,98.0
276,63.0,63.0,19.0,98.0
277,63.0,63.0,19.0,98.0
278,63.0,63.0,19.0,98.0
279,63.0,63.0,19.0,98.0
280,63.0,63.0,19.0,98.0
281,63.0,63.0,19.0,98.0
282,62.0,63.0,19.0,98.0
283,62.0,63.0,19.0,98.0
284,62.0,63.0,19.0,98.0
285,62.0,63.0,19.0,98.0
286,62.0,63.0,18.0,98.0
287,62.0,62.0,18.0,98.0
288,62.0,62.0,18.0,98.0
289,62.0,62.0,18.0,98.0
290,62.0,62.0,18.0,98.0
291,63.0,62.0,18.0,98.0
292,63.0,62.0,18.0,98.0
293,63.0,62.0,18.0,98.0
294,63.0,62.0,18.0,98.0
295,64.0,62.0,18.0,98.0
296,64.0,63.0,18.0,98.0
297,64.0,63.0,18.0,98.0
298,64.0,63.0,18.0,98.0
299,64.0,63.0,16.0,98.0
300,64.0,63.0,16.0,98.0
301,64.0,64.0,16.0,98.0
302,64.0,64.0,16.0,98.0
303,64.0,64.0,16.0,98.0
304,64.0,64.0,16.0,98.0
305,64.0,64.0,16.0,98.0
306,64.0,64.0,16.0,99.0
307,64.0,64.0,16.0,99.0
308,63.0,64.0,16.0,99.0
309,63.0,64.0,16.0,100.0
310,63.0,63.0,16.0,100.0
311,63.0,63.0,16.0,100.0
312,63.0,63.0,16.0,100.0
313,63.0,63.0,16.0,100.0
314,63.0,63.0,16.0,100.0
315,63.0,63.0,16.0,100.0
316,63.0,63.0,16.0,99.0
317,63.0,63.0,16.0,99.0
318,63.0,63.0,16.0,98.0
319,63.0,63.0,16.0,98.0
320,63.0,63.0,16.0,98.0
321,63.0,63.0,16.0,98.0
322,63.0,63.0,16.0,98.0
323,63.0,64.0,16.0,98.0
324,63.0,64.0,16.0,98.0
325,63.0,64.0,16.0,98.0
326,63.0,64.0,18.0,98.0
327,63.0,64.0,18.0,98.0
328,63.0,64.0,18.0,98.0
329,63.0,63.0,18.0,98.0
330,63.0,63.0,18.0,98.0
331,63.0,63.0,18.0,98.0
332,63.0,63.0,18.0,98.0
333,63.0,63.0,18.0,98.0
334,63.0,63.0,18.0,98.0
335,63.0,63.0,18.0,98.0
336,63.0,63.0,18.0,98.0
337,63.0,63.0,18.0,98.0
338,63.0,62.0,18.0,98.0
339,63.0,62.0,18.0,98.0
340,63.0,62.0,18.0,98.0
341,63.0,63.0,18.0,98.0
342,63.0,63.0,18.0,98.0
343,63.0,63.0,18.0,98.0
344,63.0,63.0,18.0,98.0
345,63.0,63.0,18.0,98.0
346,63.0,63.0,18.0,98.0
347,63.0,63.0,18.0,98.0
348,63.0,63.0,18.0,98.0
349,63.0,63.0,18.0,98.0
350,62.0,63.0,18.0,98.0
351,62.0,63.0,18.0,98.0
352,63.0,63.0,18.0,98.0
353,63.0,62.0,18.0,98.0
354,63.0,62.0,18.0,98.0
355,63.0,62.0,18.0,98.0
356,63.0,62.0,18.0,98.0
357,63.0,62.0,18.0,98.0
358,63.0,62.0,19.0,98.0
359,63.0,63.0,19.0,98.0
360,66.0,63.0,19.0,98.0
361,69.0,63.0,19.0,98.0
362,69.0,63.0,18.0,98.0
363,69.0,63.0,18.0,98.0
364,69.0,63.0,18.0,98.0
365,69.0,63.0,18.0,98.0
366,69.0,63.0,18.0,98.0
367,69.0,63.0,18.0,98.0
368,69.0,63.0,18.0,98.0
369,69.0,63.0,18.0,98.0
370,69.0,63.0,18.0,98.0
371,66.0,63.0,18.0,98.0
372,64.0,63.0,18.0,98.0
373,64.0,64.0,18.0,98.0
374,64.0,64.0,18.0,98.0
375,64.0,64.0,18.0,98.0
376,64.0,64.0,18.0,98.0
377,64.0,64.0,18.0,98.0
378,64.0,64.0,18.0,98.0
379,64.0,64.0,18.0,98.0
380,64.0,64.0,18.0,98.0
381,64.0,64.0,18.0,98.0
382,63.0,64.0,18.0,98.0
383,63.0,64.0,18.0,98.0
384,63.0,64.0,18.0,98.0
385,63.0,64.0,18.0,98.0
386,63.0,64.0,17.0,98.0
387,63.0,64.0,17.0,98.0
388,63.0,64.0,17.0,98.0
389,63.0,63.0,17.0,98.0
390,63.0,63.0,18.0,98.0
391,63.0,63.0,18.0,98.0
392,63.0,63.0,18.0,98.0
393,63.0,63.0,18.0,98.0
394,63.0,63.0,18.0,98.0
395,63.0,63.0,18.0,98.0
396,63.0,63.0,18.0,98.0
397,63.0,63.0,18.0,98.0
398,63.0,63.0,18.0,98.0
399,63.0,63.0,18.0,98.0
400,63.0,63.0,18.0,98.0
401,63.0,63.0,18.0,98.0
402,63.0,64.0,18.0,97.0
403,63.0,64.0,18.0,97.0
404,63.0,64.0,18.0,97.0
405,63.0,64.0,18.0,97.0
406,63.0,64.0,18.0,97.0
407,63.0,63.0,18.0,97.0
408,63.0,63.0,18.0,97.0
409,63.0,63.0,18.0,97.0
410,63.0,63.0,18.0,97.0
411,63.0,63.0,18.0,97.0
412,63.0,63.0,18.0,97.0
413,63.0,63.0,18.0,97.0
414,63.0,63.0,18.0,97.0
415,63.0,63.0,18.0,97.0
416,63.0,63.0,18.0,97.0
417,63.0,63.0,18.0,97.0
418,63.0,63.0,18.0,98.0
419,63.0,63.0,18.0,98.0
420,63.0,63.0,18.0,98.0
421,63.0,63.0,18.0,98.0
422,63.0,63.0,18.0,97.0
423,63.0,63.0,18.0,97.0
424,63.0,63.0,18.0,97.0
425,63.0,63.0,18.0,97.0
426,63.0,63.0,18.0,97.0
427,64.0,63.0,18.0,97.0
428,64.0,63.0,18.0,97.0
429,64.0,63.0,18.0,97.0
430,64.0,63.0,18.0,97.0
431,64.0,63.0,18.0,97.0
432,64.0,63.0,18.0,98.0
433,64.0,63.0,18.0,98.0
434,64.0,64.0,18.0,98.0
435,64.0,64.0,18.0,98.0
436,64.0,64.0,18.0,98.0
437,64.0,64.0,18.0,98.0
438,63.0,64.0,18.0,98.0
439,63.0,64.0,18.0,98.0
440,63.0,64.0,18.0,98.0
441,63.0,63.0,18.0,98.0
442,63.0,63.0,18.0,98.0
443,63.0,63.0,18.0,98.0
444,63.0,63.0,18.0,98.0
445,63.0,63.0,18.0,98.0
446,63.0,63.0,18.0,98.0
447,63.0,62.0,18.0,98.0
448,63.0,62.0,18.0,98.0
449,63.0,63.0,18.0,98.0
450,63.0,63.0,18.0,98.0
451,63.0,63.0,18.0,98.0
452,63.0,63.0,18.0,98.0
453,63.0,63.0,18.0,98.0
454,63.0,63.0,18.0,98.0
455,63.0,63.0,18.0,98.0
456,63.0,63.0,18.0,97.0
457,63.0,63.0,18.0,97.0
458,63.0,63.0,18.0,97.0
459,63.0,63.0,18.0,97.0
460,63.0,63.0,18.0,97.0
461,63.0,63.0,18.0,97.0
462,63.0,63.0,18.0,97.0
463,63.0,63.0,18.0,97.0
464,62.0,63.0,18.0,98.0
465,62.0,63.0,18.0,98.0
466,62.0,63.0,18.0,98.0
467,62.0,62.0,18.0,98.0
468,62.0,62.0,18.0,98.0
469,62.0,62.0,18.0,98.0
470,62.0,62.0,18.0,98.0
471,63.0,62.0,18.0,98.0
472,63.0,62.0,18.0,98.0
473,63.0,62.0,18.0,98.0
474,63.0,62.0,18.0,98.0
475,63.0,62.0,18.0,98.0
476,63.0,62.0,18.0,98.0
477,63.0,62.0,18.0,98.0
478,62.0,62.0,18.0,98.0
479,62.0,62.0,18.0,97.0
0,96.0,97.0,24.0,98.0
1,96.0,97.0,24.0,98.0
2,96.0,96.0,24.0,98.0
3,95.0,95.0,24.0,98.0
4,99.0,93.0,24.0,98.0
5,96.0,91.0,24.0,98.0
6,93.0,89.0,24.0,98.0
7,97.0,87.0,24.0,98.0
8,96.0,86.0,24.0,98.0
9,95.0,86.0,23.0,98.0
10,97.0,87.0,23.0,98.0
11,97.0,88.0,23.0,98.0
12,98.0,90.0,24.0,98.0
13,96.0,91.0,24.0,98.0
14,95.0,93.0,24.0,98.0
15,98.0,95.0,24.0,98.0
16,98.0,96.0,24.0,98.0
17,101.0,96.0,24.0,98.0
18,97.0,95.0,24.0,98.0
19,94.0,96.0,23.0,98.0
20,96.0,96.0,23.0,98.0
21,99.0,97.0,23.0,98.0
22,94.0,97.0,24.0,98.0
23,95.0,98.0,24.0,98.0
24,94.0,99.0,24.0,98.0
25,95.0,100.0,24.0,98.0
26,96.0,100.0,24.0,98.0
27,97.0,99.0,23.0,98.0
28,97.0,98.0,23.0,98.0
29,97.0,98.0,23.0,98.0
30,96.0,97.0,23.0,98.0
31,99.0,96.0,23.0,98.0
32,97.0,96.0,23.0,98.0
33,100.0,95.0,23.0,98.0
34,97.0,95.0,23.0,98.0
35,97.0,95.0,23.0,98.0
36,98.0,95.0,23.0,98.0
37,97.0,96.0,23.0,98.0
38,94.0,96.0,23.0,98.0
39,93.0,96.0,23.0,98.0
40,93.0,97.0,23.0,98.0
41,96.0,96.0,23.0,99.0
42,98.0,96.0,23.0,99.0
43,98.0,96.0,23.0,99.0
44,98.0,96.0,23.0,99.0
45,96.0,95.0,23.0,99.0
46,98.0,94.0,22.0,99.0
47,100.0,94.0,22.0,99.0
48,100.0,94.0,22.0,99.0
49,100.0,95.0,22.0,99.0
50,98.0,96.0,22.0,99.0
51,99.0,98.0,23.0,99.0
52,99.0,98.0,23.0,99.0
53,99.0,99.0,23.0,99.0
54,99.0,100.0,23.0,99.0
55,99.0,99.0,23.0,98.0
56,97.0,99.0,23.0,98.0
57,92.0,98.0,22.0,98.0
58,91.0,98.0,22.0,98.0
59,90.0,98.0,22.0,98.0
60,92.0,98.0,22.0,98.0
61,92.0,97.0,22.0,98.0
62,93.0,96.0,22.0,99.0
63,95.0,95.0,22.0,99.0
64,99.0,93.0,22.0,99.0
65,101.0,92.0,22.0,99.0
66,102.0,92.0,22.0,99.0
67,99.0,91.0,23.0,99.0
68,100.0,92.0,23.0,99.0
69,97.0,94.0,23.0,99.0
70,96.0,96.0,22.0,99.0
71,96.0,98.0,22.0,98.0
72,97.0,99.0,23.0,98.0
73,95.0,100.0,23.0,98.0
74,96.0,100.0,23.0,98.0
75,96.0,99.0,23.0,98.0
76,100.0,98.0,23.0,98.0
77,101.0,97.0,23.0,98.0
78,99.0,96.0,23.0,98.0
79,98.0,96.0,23.0,98.0
80,97.0,96.0,23.0,98.0
81,96.0,97.0,23.0,98.0
82,98.0,98.0,23.0,98.0
83,95.0,98.0,22.0,98.0
84,93.0,97.0,22.0,98.0
85,92.0,96.0,23.0,98.0
86,92.0,96.0,23.0,98.0
87,94.0,94.0,23.0,98.0
88,94.0,92.0,23.0,98.0
89,94.0,91.0,23.0,98.0
90,94.0,91.0,23.0,98.0
91,94.0,91.0,23.0,98.0
92,94.0,92.0,23.0,98.0
93,95.0,93.0,23.0,98.0
94,94.0,94.0,22.0,99.0
95,97.0,93.0,22.0,99.0
96,98.0,91.0,22.0,98.0
97,98.0,88.0,23.0,98.0
98,101.0,86.0,23.0,98.0
99,98.0,85.0,23.0,98.0
100,101.0,85.0,23.0,98.0
101,99.0,86.0,23.0,98.0
102,100.0,89.0,23.0,98.0
103,98.0,92.0,23.0,98.0
104,97.0,95.0,23.0,98.0
105,96.0,98.0,23.0,98.0
106,100.0,99.0,23.0,98.0
107,96.0,100.0,23.0,98.0
108,100.0,99.0,23.0,98.0
109,97.0,99.0,23.0,98.0
110,101.0,98.0,23.0,98.0
111,100.0,98.0,23.0,98.0
112,102.0,99.0,23.0,98.0
113,100.0,99.0,23.0,98.0
114,99.0,99.0,23.0,98.0
115,99.0,100.0,23.0,98.0
116,96.0,100.0,23.0,98.0
117,96.0,100.0,23.0,98.0
118,94.0,100.0,23.0,98.0
119,93.0,100.0,23.0,98.0
120,96.0,100.0,23.0,98.0
121,97.0,99.0,23.0,98.0
122,98.0,97.0,23.0,98.0
123,99.0,96.0,22.0,98.0
124,101.0,95.0,22.0,98.0
125,100.0,94.0,22.0,98.0
126,102.0,94.0,22.0,98.0
127,99.0,95.0,22.0,98.0
128,100.0,96.0,22.0,98.0
129,100.0,96.0,22.0,98.0
130,101.0,96.0,22.0,98.0
131,97.0,97.0,22.0,98.0
132,97.0,98.0,22.0,98.0
133,101.0,99.0,22.0,98.0
134,103.0,99.0,22.0,98.0
135,101.0,99.0,22.0,98.0
136,100.0,99.0,22.0,98.0
137,99.0,99.0,22.0,98.0
138,105.0,98.0,22.0,98.0
139,105.0,97.0,22.0,98.0
140,103.0,95.0,22.0,98.0
141,101.0,94.0,22.0,98.0
142,99.0,94.0,22.0,98.0
143,98.0,94.0,22.0,98.0
144,99.0,94.0,23.0,98.0
145,95.0,96.0,23.0,98.0
146,93.0,97.0,23.0,98.0
147,93.0,99.0,22.0,98.0
148,91.0,99.0,22.0,98.0
149,89.0,99.0,22.0,98.0
150,89.0,98.0,23.0,98.0
151,91.0,96.0,23.0,98.0
152,91.0,96.0,23.0,98.0
153,93.0,96.0,23.0,98.0
154,93.0,94.0,23.0,98.0
155,94.0,91.0,23.0,98.0
156,98.0,89.0,23.0,98.0
157,98.0,87.0,23.0,98.0
158,96.0,87.0,23.0,98.0
159,98.0,87.0,23.0,98.0
160,101.0,89.0,23.0,98.0
161,101.0,91.0,23.0,98.0
162,99.0,93.0,23.0,98.0
163,99.0,94.0,23.0,98.0
164,102.0,97.0,23.0,98.0
165,103.0,99.0,23.0,98.0
166,103.0,100.0,23.0,98.0
167,102.0,100.0,23.0,98.0
168,104.0,100.0,23.0,98.0
169,104.0,100.0,23.0,98.0
170,103.0,101.0,23.0,98.0
171,101.0,101.0,23.0,98.0
172,101.0,101.0,23.0,98.0
173,100.0,100.0,23.0,98.0
174,103.0,101.0,23.0,98.0
175,100.0,101.0,23.0,98.0
176,99.0,101.0,23.0,98.0
177,98.0,101.0,23.0,98.0
178,100.0,101.0,23.0,98.0
179,101.0,102.0,23.0,98.0
180,102.0,102.0,23.0,98.0
181,99.0,102.0,23.0,98.0
182,99.0,102.0,23.0,98.0
183,95.0,102.0,23.0,98.0
184,95.0,102.0,23.0,98.0
185,94.0,102.0,23.0,98.0
186,96.0,102.0,23.0,98.0
187,95.0,102.0,23.0,98.0
188,91.0,102.0,23.0,98.0
189,92.0,102.0,23.0,98.0
190,92.0,102.0,23.0,98.0
191,95.0,101.0,23.0,98.0
192,97.0,99.0,23.0,98.0
193,97.0,98.0,23.0,98.0
194,100.0,96.0,23.0,98.0
195,101.0,94.0,23.0,98.0
196,101.0,93.0,23.0,98.0
197,101.0,91.0,23.0,98.0
198,100.0,91.0,23.0,98.0
199,98.0,91.0,23.0,98.0
200,98.0,91.0,23.0,98.0
201,95.0,91.0,23.0,98.0
202,98.0,90.0,23.0,98.0
203,97.0,90.0,23.0,98.0
204,99.0,89.0,23.0,98.0
205,99.0,89.0,23.0,98.0
206,95.0,88.0,23.0,98.0
207,94.0,89.0,22.0,98.0
208,93.0,90.0,22.0,98.0
209,93.0,90.0,22.0,98.0
210,94.0,90.0,22.0,98.0
211,94.0,91.0,22.0,98.0
212,98.0,91.0,22.0,98.0
213,100.0,91.0,22.0,98.0
214,100.0,90.0,22.0,98.0
215,100.0,90.0,22.0,98.0
216,101.0,90.0,23.0,98.0
217,98.0,91.0,23.0,98.0
218,100.0,92.0,23.0,98.0
219,97.0,94.0,23.0,98.0
220,94.0,95.0,23.0,98.0
221,96.0,96.0,23.0,98.0
222,98.0,97.0,23.0,98.0
223,99.0,98.0,23.0,98.0
224,96.0,98.0,23.0,98.0
225,94.0,97.0,23.0,98.0
226,94.0,97.0,23.0,98.0
227,96.0,96.0,23.0,98.0
228,96.0,96.0,23.0,98.0
229,96.0,96.0,22.0,98.0
230,96.0,95.0,22.0,98.0
231,96.0,94.0,22.0,98.0
232,97.0,92.0,22.0,98.0
233,94.0,91.0,22.0,98.0
234,91.0,90.0,22.0,98.0
235,91.0,88.0,22.0,98.0
236,91.0,87.0,22.0,98.0
237,88.0,86.0,22.0,98.0
238,85.0,85.0,22.0,98.0
239,88.0,85.0,22.0,98.0
240,90.0,84.0,22.0,98.0
241,92.0,84.0,22.0,98.0
242,95.0,84.0,22.0,98.0
243,96.0,84.0,22.0,98.0
244,96.0,84.0,22.0,98.0
245,97.0,85.0,22.0,98.0
246,98.0,86.0,22.0,98.0
247,94.0,87.0,22.0,98.0
248,93.0,89.0,22.0,98.0
249,94.0,92.0,22.0,98.0
250,94.0,93.0,22.0,98.0
251,92.0,94.0,22.0,98.0
252,93.0,95.0,22.0,98.0
253,93.0,95.0,22.0,98.0
254,93.0,96.0,22.0,98.0
255,94.0,95.0,22.0,98.0
256,90.0,93.0,22.0,98.0
257,90.0,93.0,22.0,98.0
258,94.0,93.0,22.0,98.0
259,95.0,93.0,22.0,98.0
260,95.0,93.0,22.0,98.0
261,98.0,93.0,22.0,98.0
262,98.0,93.0,22.0,98.0
263,100.0,94.0,22.0,98.0
264,105.0,94.0,22.0,98.0
265,100.0,95.0,22.0,98.0
266,99.0,97.0,22.0,98.0
267,99.0,98.0,22.0,98.0
268,99.0,99.0,22.0,98.0
269,100.0,100.0,22.0,98.0
270,101.0,101.0,22.0,98.0
271,99.0,101.0,22.0,98.0
272,102.0,100.0,22.0,98.0
273,103.0,99.0,22.0,98.0
274,99.0,98.0,22.0,98.0
275,98.0,98.0,22.0,98.0
276,96.0,99.0,22.0,98.0
277,97.0,99.0,22.0,98.0
278,96.0,100.0,22.0,98.0
279,94.0,100.0,22.0,98.0
280,96.0,101.0,23.0,98.0
281,97.0,102.0,23.0,98.0
282,98.0,101.0,23.0,98.0
283,98.0,101.0,23.0,98.0
284,100.0,101.0,23.0,98.0
285,96.0,100.0,23.0,99.0
286,99.0,100.0,23.0,99.0
287,97.0,99.0,23.0,99.0
288,98.0,99.0,23.0,99.0
289,100.0,98.0,23.0,99.0
290,97.0,98.0,23.0,98.0
291,96.0,98.0,23.0,98.0
292,92.0,98.0,23.0,98.0
293,93.0,99.0,23.0,98.0
294,91.0,99.0,23.0,98.0
295,93.0,98.0,23.0,98.0
296,93.0,97.0,23.0,98.0
297,94.0,95.0,23.0,98.0
298,96.0,94.0,23.0,98.0
299,96.0,92.0,23.0,98.0
300,96.0,92.0,23.0,98.0
301,101.0,91.0,23.0,98.0
302,98.0,91.0,23.0,98.0
303,99.0,92.0,23.0,98.0
304,98.0,93.0,23.0,98.0
305,98.0,94.0,23.0,98.0
306,97.0,96.0,23.0,98.0
307,97.0,97.0,23.0,98.0
308,96.0,99.0,23.0,98.0
309,98.0,99.0,23.0,98.0
310,96.0,99.0,23.0,98.0
311,93.0,98.0,23.0,98.0
312,91.0,98.0,23.0,98.0
313,89.0,97.0,23.0,98.0
314,90.0,97.0,23.0,99.0
315,93.0,96.0,23.0,99.0
316,92.0,94.0,23.0,99.0
317,94.0,92.0,23.0,99.0
318,96.0,91.0,23.0,99.0
319,99.0,90.0,23.0,99.0
320,101.0,89.0,23.0,99.0
321,103.0,89.0,23.0,99.0
322,104.0,89.0,24.0,98.0
323,103.0,91.0,24.0,98.0
324,99.0,93.0,23.0,98.0
325,100.0,95.0,23.0,98.0
326,101.0,97.0,23.0,98.0
327,101.0,99.0,23.0,98.0
328,101.0,100.0,23.0,98.0
329,99.0,100.0,23.0,98.0
330,101.0,100.0,23.0,98.0
331,102.0,100.0,23.0,98.0
332,97.0,101.0,23.0,98.0
333,96.0,101.0,23.0,98.0
334,94.0,101.0,23.0,98.0
335,93.0,101.0,23.0,98.0
336,89.0,101.0,23.0,98.0
337,90.0,101.0,22.0,98.0
338,88.0,99.0,22.0,98.0
339,88.0,96.0,22.0,99.0
340,90.0,94.0,23.0,99.0
341,90.0,91.0,23.0,99.0
342,90.0,89.0,23.0,99.0
343,90.0,89.0,23.0,99.0
344,93.0,87.0,23.0,99.0
345,93.0,86.0,23.0,99.0
346,95.0,86.0,23.0,99.0
347,94.0,87.0,23.0,99.0
348,94.0,87.0,23.0,99.0
349,94.0,89.0,23.0,99.0
350,97.0,90.0,23.0,99.0
351,94.0,91.0,23.0,99.0
352,93.0,92.0,22.0,99.0
353,94.0,93.0,22.0,99.0
354,98.0,94.0,22.0,99.0
355,101.0,95.0,22.0,99.0
356,100.0,94.0,22.0,99.0
357,103.0,93.0,22.0,99.0
358,107.0,92.0,22.0,99.0
359,110.0,92.0,23.0,99.0
360,107.0,92.0,23.0,99.0
361,107.0,91.0,23.0,99.0
362,105.0,90.0,22.0,99.0
363,103.0,92.0,22.0,98.0
364,102.0,95.0,22.0,98.0
365,102.0,97.0,22.0,98.0
366,98.0,100.0,22.0,98.0
367,98.0,102.0,22.0,98.0
368,99.0,104.0,22.0,98.0
369,97.0,105.0,22.0,98.0
370,96.0,103.0,22.0,98.0
371,98.0,102.0,22.0,98.0
372,99.0,100.0,22.0,98.0
373,101.0,99.0,22.0,98.0
374,101.0,98.0,22.0,98.0
375,101.0,98.0,22.0,98.0
376,105.0,98.0,22.0,98.0
377,104.0,98.0,22.0,98.0
378,103.0,99.0,22.0,98.0
379,99.0,99.0,22.0,98.0
380,99.0,100.0,22.0,98.0
381,100.0,101.0,22.0,98.0
382,94.0,101.0,22.0,98.0
383,93.0,102.0,22.0,98.0
384,93.0,102.0,22.0,98.0
385,93.0,102.0,22.0,98.0
386,92.0,101.0,22.0,98.0
387,92.0,100.0,22.0,98.0
388,92.0,99.0,22.0,98.0
389,90.0,97.0,22.0,98.0
390,92.0,96.0,22.0,98.0
391,95.0,95.0,22.0,98.0
392,91.0,93.0,22.0,98.0
393,90.0,92.0,22.0,98.0
394,94.0,92.0,22.0,98.0
395,95.0,91.0,22.0,98.0
396,99.0,91.0,22.0,98.0
397,99.0,90.0,22.0,98.0
398,100.0,90.0,22.0,98.0
399,106.0,91.0,22.0,98.0
400,106.0,91.0,22.0,98.0
401,102.0,91.0,22.0,98.0
402,102.0,91.0,22.0,98.0
403,99.0,91.0,22.0,98.0
404,93.0,93.0,22.0,98.0
405,93.0,95.0,22.0,98.0
406,94.0,98.0,22.0,98.0
407,94.0,100.0,22.0,98.0
408,95.0,99.0,22.0,98.0
409,94.0,99.0,22.0,98.0
410,91.0,98.0,22.0,99.0
411,94.0,95.0,22.0,99.0
412,96.0,92.0,22.0,99.0
413,94.0,89.0,22.0,99.0
414,89.0,88.0,22.0,99.0
415,88.0,89.0,22.0,98.0
416,89.0,91.0,22.0,98.0
417,90.0,93.0,22.0,98.0
418,90.0,94.0,22.0,98.0
419,92.0,95.0,22.0,98.0
420,93.0,95.0,22.0,98.0
421,95.0,92.0,22.0,98.0
422,98.0,90.0,22.0,98.0
423,95.0,88.0,22.0,98.0
424,95.0,86.0,22.0,98.0
425,93.0,87.0,21.0,98.0
426,95.0,88.0,21.0,98.0
427,94.0,89.0,21.0,98.0
428,94.0,89.0,21.0,98.0
429,95.0,91.0,21.0,98.0
430,94.0,92.0,21.0,98.0
431,93.0,94.0,21.0,98.0
432,97.0,94.0,21.0,98.0
433,97.0,95.0,21.0,98.0
434,95.0,95.0,21.0,98.0
435,93.0,95.0,21.0,98.0
436,93.0,94.0,21.0,98.0
437,94.0,91.0,21.0,98.0
438,95.0,88.0,21.0,98.0
439,92.0,86.0,21.0,98.0
440,90.0,83.0,21.0,98.0
441,93.0,80.0,21.0,98.0
442,92.0,79.0,21.0,98.0
443,91.0,79.0,21.0,98.0
444,92.0,81.0,22.0,98.0
445,92.0,83.0,22.0,98.0
446,94.0,86.0,22.0,98.0
447,94.0,88.0,23.0,98.0
448,98.0,89.0,23.0,98.0
449,100.0,91.0,23.0,98.0
450,99.0,91.0,23.0,99.0
451,98.0,91.0,23.0,99.0
452,98.0,91.0,23.0,99.0
453,98.0,91.0,23.0,99.0
454,99.0,91.0,23.0,99.0
455,98.0,91.0,23.0,99.0
456,96.0,90.0,23.0,99.0
457,97.0,89.0,23.0,99.0
458,98.0,88.0,23.0,99.0
459,98.0,88.0,23.0,99.0
460,96.0,89.0,23.0,99.0
461,91.0,89.0,23.0,99.0
462,89.0,90.0,23.0,99.0
463,87.0,91.0,23.0,99.0
464,89.0,92.0,23.0,99.0
465,90.0,92.0,23.0,98.0
466,91.0,92.0,23.0,98.0
467,91.0,90.0,23.0,98.0
468,97.0,88.0,23.0,98.0
469,98.0,86.0,23.0,98.0
470,98.0,85.0,22.0,98.0
471,98.0,85.0,22.0,98.0
472,95.0,85.0,22.0,98.0
473,94.0,86.0,22.0,98.0
474,91.0,88.0,23.0,98.0
475,89.0,90.0,23.0,98.0
476,90.0,92.0,23.0,98.0
477,88.0,94.0,22.0,98.0
478,88.0,95.0,22.0,98.0
479,88.0,94.0,22.0,98.0
480,91.0,92.0,22.0,98.0
0,126.0,,16.0,
1,126.0,127.0,16.0,99.0
2,123.0,126.0,16.0,99.0
3,126.0,126.0,15.0,99.0
4,126.0,125.0,15.0,99.0
5,126.0,125.0,15.0,99.0
6,126.0,125.0,15.0,99.0
7,126.0,126.0,15.0,99.0
8,126.0,126.0,15.0,99.0
9,126.0,126.0,15.0,99.0
10,126.0,126.0,15.0,99.0
11,126.0,126.0,16.0,99.0
12,127.0,126.0,16.0,99.0
13,126.0,126.0,16.0,99.0
14,128.0,126.0,16.0,99.0
15,126.0,126.0,15.0,99.0
16,126.0,126.0,15.0,99.0
17,123.0,126.0,15.0,99.0
18,128.0,126.0,15.0,98.0
19,126.0,126.0,16.0,98.0
20,126.0,126.0,16.0,98.0
21,126.0,126.0,16.0,98.0
22,126.0,125.0,15.0,98.0
23,126.0,125.0,15.0,98.0
24,126.0,125.0,15.0,98.0
25,126.0,125.0,15.0,98.0
26,126.0,125.0,16.0,98.0
